pair,left,right,replicate,mask,eligible_joint_reported_keys,masked_left_keys,masked_right_keys,bilateral_keys_match
120,l310-s5-chatterjee-2007,l282-s3-cui-2008,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",True
120,l310-s5-chatterjee-2007,l282-s3-cui-2008,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]",
121,l324-s5-zhu-2017,l154-s3-eitan-2005,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition""]",[],
121,l324-s5-zhu-2017,l154-s3-eitan-2005,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]",True
121,l324-s5-zhu-2017,l154-s3-eitan-2005,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:mixer""]",
122,l385-s3-bailey-2019,l279-s1-motaung-2012,0,unilateral,[],"[""drying evaporation#0:temperature"", ""mixing#1:time"", ""solvent#0:solvent name""]",[],
122,l385-s3-bailey-2019,l279-s1-motaung-2012,0,bilateral,[],[],[],True
122,l385-s3-bailey-2019,l279-s1-motaung-2012,0,article_block,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name"", ""solvent#2:solvent name""]","[""mixing#0:mixer"", ""mixing#0:time"", ""molding#0:time""]",
123,l209-s7-ash-2001,l308-s3-demetrio-2013,0,unilateral,[],[],[],
123,l209-s7-ash-2001,l308-s3-demetrio-2013,0,bilateral,[],[],[],True
123,l209-s7-ash-2001,l308-s3-demetrio-2013,0,article_block,[],"[""drying evaporation#0:time""]","[""mixing#0:time""]",
124,l267-s3-kim-2006,l236-s9-fukushima-2012,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time""]",[],
124,l267-s3-kim-2006,l236-s9-fukushima-2012,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
124,l267-s3-kim-2006,l236-s9-fukushima-2012,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""cooling#1:pressure"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:temperature"", ""molding#0:temperature""]",
125,l242-s4-narayanan-2006,l102-s8-hu-2007,0,unilateral,[],[],[],
125,l242-s4-narayanan-2006,l102-s8-hu-2007,0,bilateral,[],[],[],True
125,l242-s4-narayanan-2006,l102-s8-hu-2007,0,article_block,[],[],"[""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature""]",
126,l208-s5-li-2012,l304-s3-stockelhuber-2011,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]",[],
126,l208-s5-li-2012,l304-s3-stockelhuber-2011,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:temperature""]","[""mixing#0:mixing method"", ""mixing#0:temperature""]",True
126,l208-s5-li-2012,l304-s3-stockelhuber-2011,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""molding#0:pressure"", ""molding#0:temperature""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]",
127,l140-s9-gao-2012,l285-s1-pham-2012,0,unilateral,"[""molding#0:temperature"", ""molding#0:time""]","[""molding#0:temperature"", ""molding#0:time"", ""molding#1:temperature"", ""molding#1:time""]",[],
127,l140-s9-gao-2012,l285-s1-pham-2012,0,bilateral,"[""molding#0:temperature"", ""molding#0:time""]","[""molding#0:temperature""]","[""molding#0:temperature""]",True
127,l140-s9-gao-2012,l285-s1-pham-2012,0,article_block,"[""molding#0:temperature"", ""molding#0:time""]","[""molding#0:temperature"", ""molding#1:temperature""]","[""molding#0:pressure"", ""molding#0:time""]",
128,l174-s6-ramanathan-2008,l396-s6-ghosh-2013,0,unilateral,"[""mixing#0:mixing method""]","[""mixing#1:time""]",[],
128,l174-s6-ramanathan-2008,l396-s6-ghosh-2013,0,bilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
128,l174-s6-ramanathan-2008,l396-s6-ghosh-2013,0,article_block,"[""mixing#0:mixing method""]","[""mixing#1:time""]","[""extrusion#0:equipment type"", ""mixing#0:mixer"", ""mixing#0:mixing method""]",
129,l240-s6-hong-2005,l177-s2-yang-2013,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:temperature""]",[],
129,l240-s6-hong-2005,l177-s2-yang-2013,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:mixer""]","[""mixing#0:mixer""]",True
129,l240-s6-hong-2005,l177-s2-yang-2013,0,article_block,"[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:time""]",
130,l203-s17-ma-2009,l120-s11-murugaraj-2005,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""solvent#0:solvent name""]","[""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]",[],
130,l203-s17-ma-2009,l120-s11-murugaraj-2005,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""solvent#0:solvent name""]","[""solvent#0:solvent name""]","[""solvent#0:solvent name""]",True
130,l203-s17-ma-2009,l120-s11-murugaraj-2005,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""solvent#0:solvent name""]","[""additive#0:additive"", ""mixing#0:mixer"", ""mixing#0:rotational frequency""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",
131,l179-s5-ramanathan-2007,l377-s4-wanasekara-2017,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time"", ""mixing#3:mixing method"", ""molding#0:pressure"", ""molding#0:temperature""]",[],
131,l179-s5-ramanathan-2007,l377-s4-wanasekara-2017,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]",[],[],True
131,l179-s5-ramanathan-2007,l377-s4-wanasekara-2017,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""molding#0:temperature""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]",
132,l325-s5-manafi-2015,l267-s3-kim-2006,0,unilateral,"[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#2:time"", ""mixing#3:time""]",[],
132,l325-s5-manafi-2015,l267-s3-kim-2006,0,bilateral,"[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:time""]","[""heating#0:time""]",True
132,l325-s5-manafi-2015,l267-s3-kim-2006,0,article_block,"[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]","[""mixing#0:mixing method""]",
133,l146-s4-tao-2011,l306-s2-jiang-2008,0,unilateral,[],[],[],
133,l146-s4-tao-2011,l306-s2-jiang-2008,0,bilateral,[],[],[],True
133,l146-s4-tao-2011,l306-s2-jiang-2008,0,article_block,[],"[""solvent#0:solvent name""]",[],
134,l180-s3-maillard-2012,l289-s1-motaung-2012,0,unilateral,"[""mixing#0:time"", ""molding#0:time""]","[""heating#0:pressure"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""molding#0:time""]",[],
134,l180-s3-maillard-2012,l289-s1-motaung-2012,0,bilateral,"[""mixing#0:time"", ""molding#0:time""]",[],[],True
134,l180-s3-maillard-2012,l289-s1-motaung-2012,0,article_block,"[""mixing#0:time"", ""molding#0:time""]","[""heating#0:ambient condition"", ""heating#0:pressure"", ""molding#0:ambient condition""]","[""mixing#0:time"", ""molding#0:time""]",
135,l146-s3-tao-2011,l388-s1-benes-2018,0,unilateral,[],"[""solvent#0:solvent name""]",[],
135,l146-s3-tao-2011,l388-s1-benes-2018,0,bilateral,[],[],[],True
135,l146-s3-tao-2011,l388-s1-benes-2018,0,article_block,[],"[""solvent#0:solvent name""]","[""additive#0:additive"", ""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:time""]",
136,l274-s3-goh-2003,l287-s2-jang-2008,0,unilateral,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""molding#0:ambient condition"", ""molding#0:time""]",[],
136,l274-s3-goh-2003,l287-s2-jang-2008,0,bilateral,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""heating#0:time""]",True
136,l274-s3-goh-2003,l287-s2-jang-2008,0,article_block,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
137,l318-s3-patsidis-2014,l146-s3-tao-2011,0,unilateral,[],"[""heating#1:temperature"", ""mixing#1:time""]",[],
137,l318-s3-patsidis-2014,l146-s3-tao-2011,0,bilateral,[],[],[],True
137,l318-s3-patsidis-2014,l146-s3-tao-2011,0,article_block,[],"[""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""solvent#0:solvent name""]",
138,l258-s4-du-2004,e410-s2-prasad-2021,0,unilateral,"[""mixing#0:mixing method""]",[],[],
138,l258-s4-du-2004,e410-s2-prasad-2021,0,bilateral,"[""mixing#0:mixing method""]",[],[],True
138,l258-s4-du-2004,e410-s2-prasad-2021,0,article_block,"[""mixing#0:mixing method""]",[],"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion output#0:equipment type"", ""extrusion output#0:extruder"", ""extrusion output#0:rotation mode"", ""extrusion output#0:screw channel diameter"", ""extrusion output#0:screw diameter""]",
139,l140-s9-gao-2012,l142-s2-gao-2014,0,unilateral,"[""mixing#1:mixing method""]","[""mixing#1:mixer"", ""mixing#1:mixing method"", ""molding#0:temperature""]",[],
139,l140-s9-gao-2012,l142-s2-gao-2014,0,bilateral,"[""mixing#1:mixing method""]",[],[],True
139,l140-s9-gao-2012,l142-s2-gao-2014,0,article_block,"[""mixing#1:mixing method""]","[""molding#0:temperature"", ""molding#1:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]",
140,l171-s15-rittigstein-2006,l309-s4-torki-2010,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:time""]","[""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
140,l171-s15-rittigstein-2006,l309-s4-torki-2010,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:time""]",[],[],True
140,l171-s15-rittigstein-2006,l309-s4-torki-2010,0,article_block,"[""mixing#0:mixer"", ""mixing#0:time""]","[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""drying evaporation#0:time"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:mixer""]",
141,l302-s3-bandyopadhyay-2005,l129-s12-wu-2011,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""additive#0:additive"", ""cooling#0:temperature"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature""]",[],
141,l302-s3-bandyopadhyay-2005,l129-s12-wu-2011,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
141,l302-s3-bandyopadhyay-2005,l129-s12-wu-2011,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature""]",
142,l211-s15-ash-2004,l294-s6-sarwar-2007,0,unilateral,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""heating#0:temperature"", ""mixing#0:temperature""]",[],
142,l211-s15-ash-2004,l294-s6-sarwar-2007,0,bilateral,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""mixing#0:mixing method""]",True
142,l211-s15-ash-2004,l294-s6-sarwar-2007,0,article_block,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""heating#0:time"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#1:time"", ""mixing#2:time""]",
143,l278-s1-choi-2001,l308-s3-demetrio-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""molding#0:pressure"", ""solvent#0:solvent name""]",[],
143,l278-s1-choi-2001,l308-s3-demetrio-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""solvent#0:solvent name""]","[""solvent#0:solvent name""]",True
143,l278-s1-choi-2001,l308-s3-demetrio-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:pressure"", ""solvent#0:solvent name""]","[""mixing#0:time""]",
144,l262-s5-oyarzabal-2016,l316-s10-chandrasekaran-2013,0,unilateral,[],"[""mixing#0:rotational frequency"", ""molding#0:temperature""]",[],
144,l262-s5-oyarzabal-2016,l316-s10-chandrasekaran-2013,0,bilateral,[],[],[],True
144,l262-s5-oyarzabal-2016,l316-s10-chandrasekaran-2013,0,article_block,[],"[""mixing#0:temperature"", ""molding#0:temperature""]","[""heating#0:time"", ""heating#2:time"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""mixing#2:time""]",
145,l290-s24-si-2006,l212-s5-ghanbari-2012,0,unilateral,[],"[""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:rotational frequency"", ""mixing#1:temperature""]",[],
145,l290-s24-si-2006,l212-s5-ghanbari-2012,0,bilateral,[],[],[],True
145,l290-s24-si-2006,l212-s5-ghanbari-2012,0,article_block,[],"[""mixing#0:time"", ""mixing#1:time""]","[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""molding#0:temperature"", ""molding#0:time""]",
146,l308-s4-demetrio-2013,l102-s8-hu-2007,0,unilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:time"", ""solvent#0:solvent name""]",[],
146,l308-s4-demetrio-2013,l102-s8-hu-2007,0,bilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature"", ""mixing#0:time""]",True
